,type,text,freq,font,fontsize,rotation,noise_level,filename,question,question_correct,question_filename,event_id,question_asked
212,word,pesin,596.0,Impact,20,-15,0.5,word_pesin.png,_ _ _ _ n,True,word_pesin_question.png,10,False
213,word,kerubi,23.0,Times New Roman,20,15,0.2,word_kerubi.png,_ _ r _ _ _,True,word_kerubi_question.png,10,False
214,word,suti,37.0,Times New Roman,40,15,0.35,word_suti.png,_ z _ _,False,word_suti_question.png,10,True
215,consonants,xkfvmb,,Times New Roman,30,-15,0.35,consonants_xkfvmb.png,_ n _ _ _ _,False,consonants_xkfvmb_question.png,20,False
216,word,häät,4190.0,Impact,20,15,0.5,word_häät.png,_ _ _ l,False,word_häät_question.png,10,False
217,word,duuri,8.0,Impact,40,15,0.5,word_duuri.png,_ _ _ r _,True,word_duuri_question.png,10,False
218,word,nurin,1001.0,Times New Roman,20,-15,0.5,word_nurin.png,_ _ _ _ l,False,word_nurin_question.png,10,False
219,consonants,rfclk,,Comic Sans MS,30,0,0.5,consonants_rfclk.png,_ _ _ _ k,True,consonants_rfclk_question.png,20,True
220,consonants,xxqhnz,,Impact,30,-15,0.2,consonants_xxqhnz.png,_ _ _ _ _ q,False,consonants_xxqhnz_question.png,20,False
221,word,lakea,42.0,Times New Roman,30,15,0.5,word_lakea.png,_ _ _ e _,True,word_lakea_question.png,10,False
222,symbols,vdod^,,DejaVu Sans,30,0,0.35,symbols_vdod^.png,_ _ o _ _,True,symbols_vdod^_question.png,30,False
223,symbols,d^sd,,DejaVu Sans,20,15,0.2,symbols_d^sd.png,d _ _ _,True,symbols_d^sd_question.png,30,False
224,word,tämä,575732.0,Comic Sans MS,30,-15,0.35,word_tämä.png,_ ä _ _,True,word_tämä_question.png,10,False
225,consonants,pmxwht,,Impact,20,15,0.35,consonants_pmxwht.png,p _ _ _ _ _,True,consonants_pmxwht_question.png,20,True
226,word,suippo,26.0,Times New Roman,40,-15,0.35,word_suippo.png,_ _ _ p _ _,True,word_suippo_question.png,10,False
227,word,lähi,100.0,Comic Sans MS,20,-15,0.5,word_lähi.png,_ _ _ ö,False,word_lähi_question.png,10,False
228,word,opaali,12.0,Impact,40,-15,0.5,word_opaali.png,o _ _ _ _ _,True,word_opaali_question.png,10,False
229,word,osinko,6.0,Times New Roman,30,-15,0.35,word_osinko.png,_ _ _ y _ _,False,word_osinko_question.png,10,False
230,word,silaus,76.0,Impact,40,15,0.35,word_silaus.png,_ _ _ d _ _,False,word_silaus_question.png,10,False
231,word,uivelo,6.0,Times New Roman,20,0,0.5,word_uivelo.png,_ _ _ _ _ o,True,word_uivelo_question.png,10,False
232,symbols,do^d,,DejaVu Sans,40,15,0.5,symbols_do^d.png,_ _ _ s,False,symbols_do^d_question.png,30,True
233,word,pidot,128.0,Comic Sans MS,30,15,0.35,word_pidot.png,_ _ d _ _,True,word_pidot_question.png,10,False
234,word,ampuja,2571.0,Impact,40,15,0.35,word_ampuja.png,_ _ _ u _ _,True,word_ampuja_question.png,10,False
235,word,uoma,17.0,Comic Sans MS,20,15,0.35,word_uoma.png,_ o _ _,True,word_uoma_question.png,10,False
236,consonants,mxnhh,,Comic Sans MS,30,15,0.2,consonants_mxnhh.png,_ _ _ _ z,False,consonants_mxnhh_question.png,20,False
237,word,uuni,372.0,Impact,40,0,0.35,word_uuni.png,n _ _ _,False,word_uuni_question.png,10,False
238,word,uima,105.0,Impact,40,15,0.5,word_uima.png,u _ _ _,True,word_uima_question.png,10,False
239,word,silsa,13.0,Impact,40,0,0.5,word_silsa.png,_ p _ _ _,False,word_silsa_question.png,10,True
240,symbols,sdosd,,DejaVu Sans,20,15,0.35,symbols_sdosd.png,_ d _ _ _,True,symbols_sdosd_question.png,30,False
241,word,ajos,8.0,Impact,30,0,0.2,word_ajos.png,a _ _ _,True,word_ajos_question.png,10,False
242,consonants,krvvpr,,Impact,40,-15,0.5,consonants_krvvpr.png,_ _ _ _ _ l,False,consonants_krvvpr_question.png,20,False
243,consonants,dqkcl,,Impact,30,15,0.5,consonants_dqkcl.png,_ q _ _ _,True,consonants_dqkcl_question.png,20,False
244,word,lempo,61.0,Times New Roman,20,-15,0.35,word_lempo.png,_ e _ _ _,True,word_lempo_question.png,10,True
245,word,uute,13.0,Times New Roman,40,0,0.5,word_uute.png,_ _ t _,True,word_uute_question.png,10,False
246,consonants,tczhj,,Impact,40,-15,0.35,consonants_tczhj.png,_ _ z _ _,True,consonants_tczhj_question.png,20,False
247,word,äimä,6.0,Times New Roman,40,-15,0.35,word_äimä.png,e _ _ _,False,word_äimä_question.png,10,False
248,consonants,ztlrlf,,Times New Roman,20,-15,0.35,consonants_ztlrlf.png,_ _ _ c _ _,False,consonants_ztlrlf_question.png,20,False
249,word,kohu,172.0,Times New Roman,30,0,0.2,word_kohu.png,_ _ _ u,True,word_kohu_question.png,10,False
250,word,pesula,230.0,Times New Roman,30,0,0.5,word_pesula.png,_ _ l _ _ _,False,word_pesula_question.png,10,True
251,consonants,bfkx,,Times New Roman,30,15,0.35,consonants_bfkx.png,_ _ _ w,False,consonants_bfkx_question.png,20,False
252,word,urut,54.0,Times New Roman,40,0,0.5,word_urut.png,u _ _ _,True,word_urut_question.png,10,False
253,word,räme,50.0,Comic Sans MS,20,0,0.35,word_räme.png,_ i _ _,False,word_räme_question.png,10,False
254,consonants,whpw,,Times New Roman,40,0,0.35,consonants_whpw.png,_ _ p _,True,consonants_whpw_question.png,20,False
255,consonants,jqdsmj,,Times New Roman,40,-15,0.2,consonants_jqdsmj.png,_ _ _ _ n _,False,consonants_jqdsmj_question.png,20,True
256,consonants,rjfcdx,,Impact,20,15,0.2,consonants_rjfcdx.png,_ _ _ _ x _,False,consonants_rjfcdx_question.png,20,False
257,symbols,s^od^,,DejaVu Sans,20,0,0.5,symbols_s^od^.png,_ _ ^ _ _,False,symbols_s^od^_question.png,30,False
258,word,erkani,27.0,Impact,30,-15,0.2,word_erkani.png,_ _ _ a _ _,True,word_erkani_question.png,10,False
259,consonants,dfdzj,,Impact,40,0,0.35,consonants_dfdzj.png,_ _ _ _ j,True,consonants_dfdzj_question.png,20,False
260,word,näppy,15.0,Impact,30,0,0.5,word_näppy.png,_ _ u _ _,False,word_näppy_question.png,10,False
261,word,seimi,25.0,Comic Sans MS,30,15,0.35,word_seimi.png,_ _ _ m _,True,word_seimi_question.png,10,True
262,symbols,sv^vvs,,DejaVu Sans,40,-15,0.5,symbols_sv^vvs.png,_ _ _ _ o _,False,symbols_sv^vvs_question.png,30,False
263,consonants,hxjlgq,,Impact,20,-15,0.5,consonants_hxjlgq.png,_ _ _ _ _ x,False,consonants_hxjlgq_question.png,20,False
264,word,korren,100.0,Comic Sans MS,20,0,0.2,word_korren.png,_ _ _ w _ _,False,word_korren_question.png,10,False
265,symbols,^d^vs,,DejaVu Sans,30,0,0.5,symbols_^d^vs.png,_ _ o _ _,False,symbols_^d^vs_question.png,30,False
266,consonants,xpfpj,,Impact,30,0,0.35,consonants_xpfpj.png,_ p _ _ _,True,consonants_xpfpj_question.png,20,False
267,word,sarake,21.0,Impact,20,15,0.2,word_sarake.png,ä _ _ _ _ _,False,word_sarake_question.png,10,True
268,consonants,jbntmc,,Times New Roman,40,0,0.2,consonants_jbntmc.png,_ _ n _ _ _,True,consonants_jbntmc_question.png,20,False
269,word,säkä,279.0,Times New Roman,40,15,0.2,word_säkä.png,l _ _ _,False,word_säkä_question.png,10,False
270,symbols,^dso,,DejaVu Sans,20,-15,0.5,symbols_^dso.png,_ d _ _,True,symbols_^dso_question.png,30,False
271,consonants,txhs,,Impact,40,0,0.5,consonants_txhs.png,_ x _ _,True,consonants_txhs_question.png,20,False
272,consonants,lblxm,,Comic Sans MS,40,15,0.2,consonants_lblxm.png,l _ _ _ _,True,consonants_lblxm_question.png,20,False
273,symbols,dovdd,,DejaVu Sans,20,-15,0.2,symbols_dovdd.png,_ _ o _ _,False,symbols_dovdd_question.png,30,True
274,consonants,gljt,,Impact,40,0,0.2,consonants_gljt.png,_ _ _ t,True,consonants_gljt_question.png,20,False
275,word,oinas,74.0,Comic Sans MS,30,-15,0.2,word_oinas.png,o _ _ _ _,True,word_oinas_question.png,10,False
276,symbols,vsd^,,DejaVu Sans,20,15,0.5,symbols_vsd^.png,v _ _ _,True,symbols_vsd^_question.png,30,False
277,consonants,qckq,,Impact,40,-15,0.2,consonants_qckq.png,_ _ _ q,True,consonants_qckq_question.png,20,False
278,consonants,jxfm,,Impact,40,15,0.5,consonants_jxfm.png,_ _ l _,False,consonants_jxfm_question.png,20,False
279,word,huorin,43.0,Times New Roman,30,0,0.5,word_huorin.png,g _ _ _ _ _,False,word_huorin_question.png,10,False
280,word,tuohus,5.0,Comic Sans MS,20,0,0.2,word_tuohus.png,_ _ _ u _ _,False,word_tuohus_question.png,10,False
281,word,eliö,148.0,Comic Sans MS,30,15,0.5,word_eliö.png,_ _ i _,True,word_eliö_question.png,10,True
282,symbols,dv^oo,,DejaVu Sans,40,15,0.2,symbols_dv^oo.png,_ _ _ o _,True,symbols_dv^oo_question.png,30,False
283,word,laukka,19.0,Comic Sans MS,20,15,0.5,word_laukka.png,_ _ u _ _ _,True,word_laukka_question.png,10,False
284,word,ässä,775.0,Comic Sans MS,20,-15,0.35,word_ässä.png,_ _ _ c,False,word_ässä_question.png,10,False
285,consonants,ksrwvk,,Comic Sans MS,40,-15,0.35,consonants_ksrwvk.png,_ _ _ _ _ z,False,consonants_ksrwvk_question.png,20,True
286,word,fotoni,56.0,Comic Sans MS,30,-15,0.5,word_fotoni.png,e _ _ _ _ _,False,word_fotoni_question.png,10,False
287,word,säle,18.0,Comic Sans MS,30,15,0.2,word_säle.png,_ _ _ v,False,word_säle_question.png,10,False
288,consonants,vwrptk,,Comic Sans MS,40,-15,0.5,consonants_vwrptk.png,v _ _ _ _ _,True,consonants_vwrptk_question.png,20,False
289,symbols,^oddo,,DejaVu Sans,20,-15,0.2,symbols_^oddo.png,_ _ _ _ v,False,symbols_^oddo_question.png,30,False
290,word,rapsi,5.0,Impact,30,15,0.2,word_rapsi.png,_ _ _ s _,True,word_rapsi_question.png,10,False
291,symbols,vvosod,,DejaVu Sans,40,0,0.5,symbols_vvosod.png,_ _ d _ _ _,False,symbols_vvosod_question.png,30,False
292,word,menijä,27.0,Comic Sans MS,20,15,0.2,word_menijä.png,_ _ u _ _ _,False,word_menijä_question.png,10,False
293,consonants,dlgt,,Times New Roman,40,15,0.35,consonants_dlgt.png,_ z _ _,False,consonants_dlgt_question.png,20,True
294,symbols,vvo^,,DejaVu Sans,30,-15,0.35,symbols_vvo^.png,_ _ _ ^,True,symbols_vvo^_question.png,30,False
295,word,nurja,11.0,Times New Roman,30,-15,0.5,word_nurja.png,_ _ _ _ a,True,word_nurja_question.png,10,False
296,word,itiö,17.0,Comic Sans MS,40,15,0.5,word_itiö.png,_ _ _ ö,True,word_itiö_question.png,10,False
297,symbols,^^od,,DejaVu Sans,30,-15,0.5,symbols_^^od.png,_ _ _ o,False,symbols_^^od_question.png,30,False
298,consonants,vzkt,,Comic Sans MS,20,15,0.35,consonants_vzkt.png,_ _ k _,True,consonants_vzkt_question.png,20,False
299,consonants,gsdx,,Comic Sans MS,30,15,0.5,consonants_gsdx.png,_ s _ _,True,consonants_gsdx_question.png,20,True
300,word,siitos,12.0,Comic Sans MS,30,-15,0.2,word_siitos.png,i _ _ _ _ _,False,word_siitos_question.png,10,False
301,symbols,osvs^d,,DejaVu Sans,40,0,0.5,symbols_osvs^d.png,_ ^ _ _ _ _,False,symbols_osvs^d_question.png,30,False
302,symbols,vs^oo,,DejaVu Sans,20,-15,0.2,symbols_vs^oo.png,v _ _ _ _,True,symbols_vs^oo_question.png,30,False
303,consonants,grgdd,,Comic Sans MS,20,0,0.35,consonants_grgdd.png,g _ _ _ _,True,consonants_grgdd_question.png,20,True
304,consonants,dfszzp,,Impact,40,15,0.2,consonants_dfszzp.png,_ _ s _ _ _,True,consonants_dfszzp_question.png,20,False
305,word,lotja,18.0,Impact,30,-15,0.5,word_lotja.png,_ s _ _ _,False,word_lotja_question.png,10,False
306,word,ahjo,29.0,Times New Roman,40,15,0.5,word_ahjo.png,_ h _ _,True,word_ahjo_question.png,10,False
307,word,ratamo,5.0,Comic Sans MS,30,0,0.35,word_ratamo.png,_ _ t _ _ _,True,word_ratamo_question.png,10,False
308,consonants,gthb,,Times New Roman,30,0,0.2,consonants_gthb.png,_ _ _ j,False,consonants_gthb_question.png,20,False
309,word,hormi,15.0,Comic Sans MS,30,0,0.2,word_hormi.png,_ _ r _ _,True,word_hormi_question.png,10,True
310,word,ähky,19.0,Impact,40,-15,0.2,word_ähky.png,_ d _ _,False,word_ähky_question.png,10,False
311,consonants,wnnz,,Comic Sans MS,20,0,0.2,consonants_wnnz.png,_ n _ _,True,consonants_wnnz_question.png,20,False
312,word,ääriin,271.0,Comic Sans MS,30,-15,0.35,word_ääriin.png,_ ö _ _ _ _,False,word_ääriin_question.png,10,False
313,symbols,s^o^^v,,DejaVu Sans,30,15,0.35,symbols_s^o^^v.png,_ _ _ _ ^ _,True,symbols_s^o^^v_question.png,30,False
314,consonants,czkdbs,,Comic Sans MS,40,0,0.5,consonants_czkdbs.png,c _ _ _ _ _,True,consonants_czkdbs_question.png,20,True
315,word,luusto,86.0,Times New Roman,30,15,0.2,word_luusto.png,p _ _ _ _ _,False,word_luusto_question.png,10,False
316,symbols,vvvd,,DejaVu Sans,40,-15,0.2,symbols_vvvd.png,_ _ _ d,True,symbols_vvvd_question.png,30,False
317,word,uiva,29.0,Times New Roman,40,15,0.2,word_uiva.png,d _ _ _,False,word_uiva_question.png,10,False
318,word,vipu,167.0,Impact,30,-15,0.5,word_vipu.png,_ _ p _,True,word_vipu_question.png,10,False
319,symbols,osdod^,,DejaVu Sans,30,-15,0.35,symbols_osdod^.png,_ s _ _ _ _,True,symbols_osdod^_question.png,30,False
320,word,tyvi,8.0,Comic Sans MS,40,15,0.35,word_tyvi.png,_ d _ _,False,word_tyvi_question.png,10,True
321,symbols,sdvdvd,,DejaVu Sans,40,0,0.35,symbols_sdvdvd.png,s _ _ _ _ _,True,symbols_sdvdvd_question.png,30,False
322,word,äänne,17.0,Comic Sans MS,20,-15,0.5,word_äänne.png,_ _ _ n _,True,word_äänne_question.png,10,False
323,consonants,hqzll,,Times New Roman,40,15,0.5,consonants_hqzll.png,_ _ _ b _,False,consonants_hqzll_question.png,20,False
324,word,hajan,28.0,Impact,20,0,0.2,word_hajan.png,_ _ _ _ n,True,word_hajan_question.png,10,False
325,word,hihna,249.0,Comic Sans MS,20,-15,0.2,word_hihna.png,_ _ _ ü _,False,word_hihna_question.png,10,False
326,word,kytkin,500.0,Times New Roman,40,-15,0.2,word_kytkin.png,_ _ _ g _ _,False,word_kytkin_question.png,10,False
327,word,torium,12.0,Comic Sans MS,40,-15,0.35,word_torium.png,_ _ _ _ _ m,True,word_torium_question.png,10,False
328,word,pamppu,197.0,Comic Sans MS,20,0,0.35,word_pamppu.png,_ _ _ _ q _,False,word_pamppu_question.png,10,False
329,word,emätin,57.0,Impact,30,15,0.5,word_emätin.png,c _ _ _ _ _,False,word_emätin_question.png,10,True
330,consonants,qwjvhz,,Comic Sans MS,30,0,0.2,consonants_qwjvhz.png,_ q _ _ _ _,False,consonants_qwjvhz_question.png,20,False
331,symbols,d^v^^,,DejaVu Sans,20,-15,0.35,symbols_d^v^^.png,_ ^ _ _ _,True,symbols_d^v^^_question.png,30,False
332,symbols,odos,,DejaVu Sans,30,15,0.2,symbols_odos.png,s _ _ _,False,symbols_odos_question.png,30,True
333,symbols,voo^o,,DejaVu Sans,40,15,0.35,symbols_voo^o.png,^ _ _ _ _,False,symbols_voo^o_question.png,30,False
334,word,piip,264.0,Comic Sans MS,30,15,0.2,word_piip.png,_ i _ _,True,word_piip_question.png,10,False
335,word,jaos,288.0,Times New Roman,40,0,0.2,word_jaos.png,_ _ c _,False,word_jaos_question.png,10,False
336,word,sysi,6.0,Impact,20,-15,0.5,word_sysi.png,_ g _ _,False,word_sysi_question.png,10,False
337,consonants,jtltfj,,Impact,20,-15,0.35,consonants_jtltfj.png,r _ _ _ _ _,False,consonants_jtltfj_question.png,20,False
338,word,pöty,11.0,Comic Sans MS,20,15,0.5,word_pöty.png,_ j _ _,False,word_pöty_question.png,10,False
339,consonants,rrggj,,Impact,20,0,0.35,consonants_rrggj.png,_ _ b _ _,False,consonants_rrggj_question.png,20,False
340,word,nisä,7.0,Comic Sans MS,30,-15,0.5,word_nisä.png,_ _ _ y,False,word_nisä_question.png,10,False
341,word,solmio,761.0,Impact,40,-15,0.2,word_solmio.png,_ _ l _ _ _,True,word_solmio_question.png,10,True
342,consonants,qpvbs,,Impact,20,-15,0.2,consonants_qpvbs.png,_ p _ _ _,True,consonants_qpvbs_question.png,20,False
343,word,hautua,74.0,Impact,30,15,0.5,word_hautua.png,_ _ u _ _ _,True,word_hautua_question.png,10,False
344,symbols,^d^oos,,DejaVu Sans,30,-15,0.2,symbols_^d^oos.png,_ _ _ s _ _,False,symbols_^d^oos_question.png,30,False
345,symbols,dvsvos,,DejaVu Sans,40,15,0.35,symbols_dvsvos.png,_ _ s _ _ _,True,symbols_dvsvos_question.png,30,True
346,word,jakaja,177.0,Comic Sans MS,20,15,0.2,word_jakaja.png,_ x _ _ _ _,False,word_jakaja_question.png,10,False
347,word,kortti,2634.0,Impact,20,0,0.2,word_kortti.png,_ _ _ t _ _,True,word_kortti_question.png,10,False
348,consonants,mwgz,,Impact,20,15,0.2,consonants_mwgz.png,_ _ x _,False,consonants_mwgz_question.png,20,False
349,word,afasia,31.0,Impact,20,-15,0.2,word_afasia.png,_ _ _ _ _ z,False,word_afasia_question.png,10,False
350,word,faksi,269.0,Times New Roman,20,0,0.5,word_faksi.png,_ _ p _ _,False,word_faksi_question.png,10,False
351,consonants,ltqrr,,Comic Sans MS,20,15,0.5,consonants_ltqrr.png,_ _ _ j _,False,consonants_ltqrr_question.png,20,False
352,word,kaste,123.0,Comic Sans MS,20,0,0.5,word_kaste.png,_ a _ _ _,True,word_kaste_question.png,10,False
353,word,pitäen,748.0,Comic Sans MS,20,-15,0.2,word_pitäen.png,_ _ _ a _ _,False,word_pitäen_question.png,10,True
354,consonants,lgtjb,,Times New Roman,20,-15,0.2,consonants_lgtjb.png,_ _ _ _ b,True,consonants_lgtjb_question.png,20,False
355,word,pokeri,160.0,Times New Roman,40,-15,0.5,word_pokeri.png,_ _ _ _ _ z,False,word_pokeri_question.png,10,False
356,symbols,ssss,,DejaVu Sans,30,15,0.2,symbols_ssss.png,_ _ v _,False,symbols_ssss_question.png,30,False
357,symbols,o^ss,,DejaVu Sans,40,-15,0.2,symbols_o^ss.png,_ _ _ s,True,symbols_o^ss_question.png,30,False
358,word,jäte,91.0,Comic Sans MS,30,0,0.35,word_jäte.png,_ ä _ _,True,word_jäte_question.png,10,False
359,word,kysta,76.0,Times New Roman,40,0,0.35,word_kysta.png,_ _ _ ü _,False,word_kysta_question.png,10,True
