,type,text,freq,font,fontsize,rotation,noise_level,filename,question,question_correct,question_filename,event_id,question_asked
215,word,nirso,270.0,Impact,40,15,0.2,word_nirso.png,_ d _ _ _,False,word_nirso_question.png,10,False
216,word,itiö,17.0,Comic Sans MS,40,15,0.5,word_itiö.png,_ _ _ ö,True,word_itiö_question.png,10,False
217,word,kytkin,500.0,Times New Roman,40,-15,0.2,word_kytkin.png,_ _ _ g _ _,False,word_kytkin_question.png,10,False
218,word,suti,37.0,Times New Roman,40,15,0.35,word_suti.png,_ z _ _,False,word_suti_question.png,10,False
219,consonants,whpw,,Times New Roman,40,0,0.35,consonants_whpw.png,_ _ p _,True,consonants_whpw_question.png,20,False
220,consonants,dfdzj,,Impact,40,0,0.35,consonants_dfdzj.png,_ _ _ _ j,True,consonants_dfdzj_question.png,20,True
221,symbols,dovdd,,DejaVu Sans,20,-15,0.2,symbols_dovdd.png,_ _ o _ _,False,symbols_dovdd_question.png,30,False
222,word,kysta,76.0,Times New Roman,40,0,0.35,word_kysta.png,_ _ _ ü _,False,word_kysta_question.png,10,False
223,symbols,sdosd,,DejaVu Sans,20,15,0.35,symbols_sdosd.png,_ d _ _ _,True,symbols_sdosd_question.png,30,False
224,word,silaus,76.0,Impact,40,15,0.35,word_silaus.png,_ _ _ d _ _,False,word_silaus_question.png,10,False
225,word,yöpyä,875.0,Times New Roman,40,-15,0.2,word_yöpyä.png,y _ _ _ _,True,word_yöpyä_question.png,10,False
226,word,akti,34.0,Times New Roman,20,0,0.35,word_akti.png,_ _ t _,True,word_akti_question.png,10,True
227,word,äimä,6.0,Times New Roman,40,-15,0.35,word_äimä.png,e _ _ _,False,word_äimä_question.png,10,False
228,symbols,d^dvdd,,DejaVu Sans,30,0,0.2,symbols_d^dvdd.png,_ _ ^ _ _ _,False,symbols_d^dvdd_question.png,30,False
229,word,räme,50.0,Comic Sans MS,20,0,0.35,word_räme.png,_ i _ _,False,word_räme_question.png,10,False
230,word,vuoka,20.0,Times New Roman,20,0,0.35,word_vuoka.png,v _ _ _ _,True,word_vuoka_question.png,10,True
231,consonants,btmk,,Times New Roman,30,0,0.5,consonants_btmk.png,_ _ m _,True,consonants_btmk_question.png,20,False
232,word,köli,27.0,Comic Sans MS,20,-15,0.2,word_köli.png,_ _ _ d,False,word_köli_question.png,10,False
233,consonants,hxjlgq,,Impact,20,-15,0.5,consonants_hxjlgq.png,_ _ _ _ _ x,False,consonants_hxjlgq_question.png,20,False
234,symbols,sovssd,,DejaVu Sans,40,0,0.35,symbols_sovssd.png,_ _ d _ _ _,False,symbols_sovssd_question.png,30,False
235,symbols,voov^v,,DejaVu Sans,40,-15,0.5,symbols_voov^v.png,_ _ _ _ ^ _,True,symbols_voov^v_question.png,30,False
236,symbols,d^sd,,DejaVu Sans,20,15,0.2,symbols_d^sd.png,d _ _ _,True,symbols_d^sd_question.png,30,True
237,word,hihna,249.0,Comic Sans MS,20,-15,0.2,word_hihna.png,_ _ _ ü _,False,word_hihna_question.png,10,False
238,consonants,lhqt,,Times New Roman,20,0,0.35,consonants_lhqt.png,_ _ _ t,True,consonants_lhqt_question.png,20,False
239,consonants,qckq,,Impact,40,-15,0.2,consonants_qckq.png,_ _ _ q,True,consonants_qckq_question.png,20,False
240,word,kolhia,32.0,Times New Roman,20,15,0.5,word_kolhia.png,_ _ _ _ _ i,False,word_kolhia_question.png,10,False
241,word,näkö,506.0,Times New Roman,30,-15,0.5,word_näkö.png,n _ _ _,True,word_näkö_question.png,10,False
242,symbols,s^od^,,DejaVu Sans,20,0,0.5,symbols_s^od^.png,_ _ ^ _ _,False,symbols_s^od^_question.png,30,False
243,word,kaapia,67.0,Comic Sans MS,20,15,0.5,word_kaapia.png,k _ _ _ _ _,True,word_kaapia_question.png,10,True
244,word,kohu,172.0,Times New Roman,30,0,0.2,word_kohu.png,_ _ _ u,True,word_kohu_question.png,10,False
245,word,ässä,775.0,Comic Sans MS,20,-15,0.35,word_ässä.png,_ _ _ c,False,word_ässä_question.png,10,False
246,symbols,odvs^,,DejaVu Sans,20,15,0.35,symbols_odvs^.png,_ _ v _ _,True,symbols_odvs^_question.png,30,False
247,symbols,sodvdv,,DejaVu Sans,20,0,0.2,symbols_sodvdv.png,_ _ _ o _ _,False,symbols_sodvdv_question.png,30,False
248,word,hioa,318.0,Times New Roman,40,0,0.2,word_hioa.png,_ _ p _,False,word_hioa_question.png,10,True
249,word,duuri,8.0,Impact,40,15,0.5,word_duuri.png,_ _ _ r _,True,word_duuri_question.png,10,False
250,symbols,s^vds^,,DejaVu Sans,30,15,0.5,symbols_s^vds^.png,_ _ _ _ s _,True,symbols_s^vds^_question.png,30,False
251,word,kerubi,23.0,Times New Roman,20,15,0.2,word_kerubi.png,_ _ r _ _ _,True,word_kerubi_question.png,10,False
252,consonants,dxfxv,,Impact,20,0,0.5,consonants_dxfxv.png,g _ _ _ _,False,consonants_dxfxv_question.png,20,False
253,consonants,dwzsrc,,Comic Sans MS,20,15,0.2,consonants_dwzsrc.png,_ _ _ l _ _,False,consonants_dwzsrc_question.png,20,False
254,consonants,ltqrr,,Comic Sans MS,20,15,0.5,consonants_ltqrr.png,_ _ _ j _,False,consonants_ltqrr_question.png,20,False
255,word,tenä,5.0,Impact,40,-15,0.35,word_tenä.png,_ e _ _,True,word_tenä_question.png,10,False
256,symbols,dsdoo^,,DejaVu Sans,30,0,0.5,symbols_dsdoo^.png,_ _ _ v _ _,False,symbols_dsdoo^_question.png,30,False
257,consonants,dvqdj,,Comic Sans MS,40,15,0.5,consonants_dvqdj.png,_ _ _ _ j,True,consonants_dvqdj_question.png,20,True
258,consonants,xkfvmb,,Times New Roman,30,-15,0.35,consonants_xkfvmb.png,_ n _ _ _ _,False,consonants_xkfvmb_question.png,20,False
259,consonants,pmxwht,,Impact,20,15,0.35,consonants_pmxwht.png,p _ _ _ _ _,True,consonants_pmxwht_question.png,20,False
260,consonants,lxtgwm,,Impact,40,15,0.35,consonants_lxtgwm.png,_ _ _ _ _ k,False,consonants_lxtgwm_question.png,20,False
261,consonants,bxhl,,Comic Sans MS,20,-15,0.2,consonants_bxhl.png,b _ _ _,True,consonants_bxhl_question.png,20,False
262,word,nide,11.0,Comic Sans MS,40,15,0.2,word_nide.png,_ _ _ m,False,word_nide_question.png,10,False
263,word,kihu,7.0,Impact,30,0,0.5,word_kihu.png,d _ _ _,False,word_kihu_question.png,10,True
264,symbols,^oddo,,DejaVu Sans,20,-15,0.2,symbols_^oddo.png,_ _ _ _ v,False,symbols_^oddo_question.png,30,False
265,symbols,vvo^,,DejaVu Sans,30,-15,0.35,symbols_vvo^.png,_ _ _ ^,True,symbols_vvo^_question.png,30,False
266,word,rulla,88.0,Comic Sans MS,30,15,0.5,word_rulla.png,_ _ w _ _,False,word_rulla_question.png,10,True
267,consonants,qgjwzq,,Times New Roman,20,-15,0.5,consonants_qgjwzq.png,w _ _ _ _ _,False,consonants_qgjwzq_question.png,20,False
268,word,tykö,1696.0,Times New Roman,20,15,0.5,word_tykö.png,_ _ h _,False,word_tykö_question.png,10,False
269,consonants,dfszzp,,Impact,40,15,0.2,consonants_dfszzp.png,_ _ s _ _ _,True,consonants_dfszzp_question.png,20,False
270,word,klaava,357.0,Comic Sans MS,40,15,0.35,word_klaava.png,_ e _ _ _ _,False,word_klaava_question.png,10,False
271,symbols,^^svd,,DejaVu Sans,30,-15,0.5,symbols_^^svd.png,_ _ s _ _,True,symbols_^^svd_question.png,30,False
272,word,viipyä,1043.0,Impact,40,-15,0.5,word_viipyä.png,g _ _ _ _ _,False,word_viipyä_question.png,10,False
273,consonants,tczhj,,Impact,40,-15,0.35,consonants_tczhj.png,_ _ z _ _,True,consonants_tczhj_question.png,20,False
274,consonants,lcrzjb,,Times New Roman,30,15,0.5,consonants_lcrzjb.png,_ _ _ b _ _,False,consonants_lcrzjb_question.png,20,True
275,consonants,xxqhnz,,Impact,30,-15,0.2,consonants_xxqhnz.png,_ _ _ _ _ q,False,consonants_xxqhnz_question.png,20,False
276,word,huorin,43.0,Times New Roman,30,0,0.5,word_huorin.png,g _ _ _ _ _,False,word_huorin_question.png,10,False
277,consonants,hqzll,,Times New Roman,40,15,0.5,consonants_hqzll.png,_ _ _ b _,False,consonants_hqzll_question.png,20,False
278,word,säle,18.0,Comic Sans MS,30,15,0.2,word_säle.png,_ _ _ v,False,word_säle_question.png,10,False
279,word,hamaan,86.0,Comic Sans MS,20,0,0.5,word_hamaan.png,_ _ _ _ ä _,False,word_hamaan_question.png,10,True
280,consonants,krvvpr,,Impact,40,-15,0.5,consonants_krvvpr.png,_ _ _ _ _ l,False,consonants_krvvpr_question.png,20,False
281,symbols,sovo,,DejaVu Sans,40,0,0.35,symbols_sovo.png,_ _ v _,True,symbols_sovo_question.png,30,False
282,word,poru,12.0,Times New Roman,20,0,0.2,word_poru.png,_ _ _ u,True,word_poru_question.png,10,False
283,word,lakea,42.0,Times New Roman,30,15,0.5,word_lakea.png,_ _ _ e _,True,word_lakea_question.png,10,False
284,word,säiky,55.0,Impact,20,-15,0.35,word_säiky.png,_ _ i _ _,True,word_säiky_question.png,10,False
285,word,kyhmy,97.0,Comic Sans MS,40,0,0.2,word_kyhmy.png,_ _ _ h _,False,word_kyhmy_question.png,10,True
286,word,gongi,27.0,Comic Sans MS,40,-15,0.2,word_gongi.png,g _ _ _ _,True,word_gongi_question.png,10,False
287,consonants,zztr,,Times New Roman,20,0,0.2,consonants_zztr.png,_ x _ _,False,consonants_zztr_question.png,20,False
288,word,vipu,167.0,Impact,30,-15,0.5,word_vipu.png,_ _ p _,True,word_vipu_question.png,10,False
289,consonants,qwjvhz,,Comic Sans MS,30,0,0.2,consonants_qwjvhz.png,_ q _ _ _ _,False,consonants_qwjvhz_question.png,20,False
290,symbols,do^d,,DejaVu Sans,40,15,0.5,symbols_do^d.png,_ _ _ s,False,symbols_do^d_question.png,30,False
291,word,torium,12.0,Comic Sans MS,40,-15,0.35,word_torium.png,_ _ _ _ _ m,True,word_torium_question.png,10,False
292,word,sävy,345.0,Impact,30,0,0.2,word_sävy.png,_ _ e _,False,word_sävy_question.png,10,True
293,consonants,rjfcdx,,Impact,20,15,0.2,consonants_rjfcdx.png,_ _ _ _ x _,False,consonants_rjfcdx_question.png,20,False
294,word,täällä,399497.0,Comic Sans MS,30,0,0.5,word_täällä.png,_ _ _ _ _ ü,False,word_täällä_question.png,10,False
295,symbols,vdod^,,DejaVu Sans,30,0,0.35,symbols_vdod^.png,_ _ o _ _,True,symbols_vdod^_question.png,30,False
296,symbols,v^vsov,,DejaVu Sans,20,0,0.2,symbols_v^vsov.png,_ _ _ _ _ d,False,symbols_v^vsov_question.png,30,False
297,word,ositus,12.0,Times New Roman,20,-15,0.35,word_ositus.png,ö _ _ _ _ _,False,word_ositus_question.png,10,False
298,word,nuha,140.0,Times New Roman,30,-15,0.2,word_nuha.png,_ _ _ u,False,word_nuha_question.png,10,False
299,word,hajan,28.0,Impact,20,0,0.2,word_hajan.png,_ _ _ _ n,True,word_hajan_question.png,10,True
300,word,kuje,36.0,Times New Roman,20,-15,0.2,word_kuje.png,_ _ z _,False,word_kuje_question.png,10,False
301,consonants,rwfcq,,Impact,20,15,0.5,consonants_rwfcq.png,_ _ x _ _,False,consonants_rwfcq_question.png,20,False
302,symbols,vvvd,,DejaVu Sans,40,-15,0.2,symbols_vvvd.png,_ _ _ d,True,symbols_vvvd_question.png,30,False
303,consonants,gxqtx,,Impact,20,15,0.35,consonants_gxqtx.png,_ _ _ _ x,True,consonants_gxqtx_question.png,20,False
304,word,kolvi,10.0,Impact,30,0,0.35,word_kolvi.png,_ ü _ _ _,False,word_kolvi_question.png,10,True
305,symbols,oo^vdv,,DejaVu Sans,40,-15,0.35,symbols_oo^vdv.png,o _ _ _ _ _,True,symbols_oo^vdv_question.png,30,False
306,symbols,^vod,,DejaVu Sans,30,15,0.35,symbols_^vod.png,_ _ _ v,False,symbols_^vod_question.png,30,False
307,consonants,dlgt,,Times New Roman,40,15,0.35,consonants_dlgt.png,_ z _ _,False,consonants_dlgt_question.png,20,False
308,symbols,svvssv,,DejaVu Sans,30,0,0.35,symbols_svvssv.png,_ _ _ _ s _,True,symbols_svvssv_question.png,30,False
309,symbols,ovvds,,DejaVu Sans,20,-15,0.35,symbols_ovvds.png,_ v _ _ _,True,symbols_ovvds_question.png,30,True
310,word,uuhi,17.0,Impact,40,0,0.2,word_uuhi.png,_ _ _ z,False,word_uuhi_question.png,10,False
311,word,afasia,31.0,Impact,20,-15,0.2,word_afasia.png,_ _ _ _ _ z,False,word_afasia_question.png,10,False
312,word,stoola,8.0,Impact,20,15,0.2,word_stoola.png,_ t _ _ _ _,True,word_stoola_question.png,10,False
313,consonants,zfjxqk,,Times New Roman,20,15,0.35,consonants_zfjxqk.png,d _ _ _ _ _,False,consonants_zfjxqk_question.png,20,False
314,consonants,mwgz,,Impact,20,15,0.2,consonants_mwgz.png,_ _ x _,False,consonants_mwgz_question.png,20,False
315,word,nurja,11.0,Times New Roman,30,-15,0.5,word_nurja.png,_ _ _ _ a,True,word_nurja_question.png,10,False
316,word,tyrä,65.0,Comic Sans MS,30,0,0.2,word_tyrä.png,u _ _ _,False,word_tyrä_question.png,10,False
317,symbols,^d^vs,,DejaVu Sans,30,0,0.5,symbols_^d^vs.png,_ _ o _ _,False,symbols_^d^vs_question.png,30,True
318,symbols,s^dv^,,DejaVu Sans,40,0,0.2,symbols_s^dv^.png,_ v _ _ _,False,symbols_s^dv^_question.png,30,False
319,consonants,jdfjs,,Times New Roman,30,0,0.35,consonants_jdfjs.png,z _ _ _ _,False,consonants_jdfjs_question.png,20,False
320,symbols,sdvdvd,,DejaVu Sans,40,0,0.35,symbols_sdvdvd.png,s _ _ _ _ _,True,symbols_sdvdvd_question.png,30,True
321,symbols,ssods,,DejaVu Sans,40,-15,0.5,symbols_ssods.png,_ _ _ d _,True,symbols_ssods_question.png,30,False
322,word,räntä,11.0,Comic Sans MS,40,0,0.35,word_räntä.png,r _ _ _ _,True,word_räntä_question.png,10,False
323,symbols,o^ss,,DejaVu Sans,40,-15,0.2,symbols_o^ss.png,_ _ _ s,True,symbols_o^ss_question.png,30,False
324,word,kyteä,8.0,Impact,40,15,0.2,word_kyteä.png,_ _ _ _ ä,True,word_kyteä_question.png,10,False
325,symbols,^sodvv,,DejaVu Sans,20,15,0.2,symbols_^sodvv.png,_ _ _ d _ _,True,symbols_^sodvv_question.png,30,False
326,symbols,d^^do,,DejaVu Sans,20,0,0.35,symbols_d^^do.png,_ _ ^ _ _,True,symbols_d^^do_question.png,30,True
327,symbols,dv^oo,,DejaVu Sans,40,15,0.2,symbols_dv^oo.png,_ _ _ o _,True,symbols_dv^oo_question.png,30,False
328,consonants,vzkt,,Comic Sans MS,20,15,0.35,consonants_vzkt.png,_ _ k _,True,consonants_vzkt_question.png,20,False
329,word,katodi,6.0,Comic Sans MS,30,-15,0.35,word_katodi.png,_ ü _ _ _ _,False,word_katodi_question.png,10,False
330,symbols,vsd^,,DejaVu Sans,20,15,0.5,symbols_vsd^.png,v _ _ _,True,symbols_vsd^_question.png,30,False
331,consonants,czkdbs,,Comic Sans MS,40,0,0.5,consonants_czkdbs.png,c _ _ _ _ _,True,consonants_czkdbs_question.png,20,False
332,symbols,s^vo,,DejaVu Sans,40,15,0.5,symbols_s^vo.png,_ _ v _,True,symbols_s^vo_question.png,30,False
333,word,otsoni,17.0,Times New Roman,30,0,0.35,word_otsoni.png,_ _ _ _ ü _,False,word_otsoni_question.png,10,False
334,consonants,jtltfj,,Impact,20,-15,0.35,consonants_jtltfj.png,r _ _ _ _ _,False,consonants_jtltfj_question.png,20,False
335,symbols,^so^d,,DejaVu Sans,20,-15,0.5,symbols_^so^d.png,_ s _ _ _,True,symbols_^so^d_question.png,30,True
336,word,sopu,74.0,Impact,40,0,0.2,word_sopu.png,_ c _ _,False,word_sopu_question.png,10,False
337,symbols,odo^,,DejaVu Sans,30,-15,0.35,symbols_odo^.png,d _ _ _,False,symbols_odo^_question.png,30,False
338,word,suippo,26.0,Times New Roman,40,-15,0.35,word_suippo.png,_ _ _ p _ _,True,word_suippo_question.png,10,False
339,word,päkiä,5.0,Impact,40,0,0.35,word_päkiä.png,t _ _ _ _,False,word_päkiä_question.png,10,False
340,word,hautua,74.0,Impact,30,15,0.5,word_hautua.png,_ _ u _ _ _,True,word_hautua_question.png,10,False
341,word,uuma,5.0,Comic Sans MS,40,0,0.2,word_uuma.png,_ u _ _,True,word_uuma_question.png,10,True
342,consonants,bzhkd,,Times New Roman,30,-15,0.5,consonants_bzhkd.png,_ l _ _ _,False,consonants_bzhkd_question.png,20,False
343,word,almu,39.0,Comic Sans MS,40,15,0.5,word_almu.png,a _ _ _,True,word_almu_question.png,10,False
344,word,kuskus,16.0,Comic Sans MS,40,-15,0.2,word_kuskus.png,k _ _ _ _ _,True,word_kuskus_question.png,10,False
345,symbols,^vd^vd,,DejaVu Sans,40,-15,0.2,symbols_^vd^vd.png,_ _ _ _ _ o,False,symbols_^vd^vd_question.png,30,False
346,word,salvaa,90.0,Impact,40,0,0.5,word_salvaa.png,u _ _ _ _ _,False,word_salvaa_question.png,10,False
347,consonants,gsdx,,Comic Sans MS,30,15,0.5,consonants_gsdx.png,_ s _ _,True,consonants_gsdx_question.png,20,True
348,consonants,tlzr,,Comic Sans MS,20,-15,0.5,consonants_tlzr.png,_ l _ _,True,consonants_tlzr_question.png,20,False
349,word,ylkä,6.0,Comic Sans MS,20,0,0.35,word_ylkä.png,_ _ k _,True,word_ylkä_question.png,10,False
350,symbols,^^od,,DejaVu Sans,30,-15,0.5,symbols_^^od.png,_ _ _ o,False,symbols_^^od_question.png,30,False
351,word,korren,100.0,Comic Sans MS,20,0,0.2,word_korren.png,_ _ _ w _ _,False,word_korren_question.png,10,False
352,symbols,vovdsv,,DejaVu Sans,30,15,0.2,symbols_vovdsv.png,_ _ _ _ _ v,True,symbols_vovdsv_question.png,30,True
353,consonants,bhsx,,Times New Roman,20,0,0.5,consonants_bhsx.png,r _ _ _,False,consonants_bhsx_question.png,20,False
354,symbols,vssd,,DejaVu Sans,20,-15,0.5,symbols_vssd.png,_ v _ _,False,symbols_vssd_question.png,30,False
355,consonants,dqkcl,,Impact,30,15,0.5,consonants_dqkcl.png,_ q _ _ _,True,consonants_dqkcl_question.png,20,False
356,symbols,^ss^,,DejaVu Sans,30,15,0.5,symbols_^ss^.png,_ o _ _,False,symbols_^ss^_question.png,30,False
357,symbols,dvsv,,DejaVu Sans,40,0,0.2,symbols_dvsv.png,_ _ d _,False,symbols_dvsv_question.png,30,True
358,consonants,zsgj,,Comic Sans MS,40,15,0.35,consonants_zsgj.png,_ _ _ m,False,consonants_zsgj_question.png,20,False
359,symbols,d^oood,,DejaVu Sans,20,0,0.5,symbols_d^oood.png,d _ _ _ _ _,True,symbols_d^oood_question.png,30,False
